,Time-s,MFM-sig,MFM-flow
06.02.2023 ; 12:54:08,3120,2360,3.686918
06.02.2023 ; 12:54:10,3122,2334,3.647451
06.02.2023 ; 12:54:12,3124,2335,3.64923
06.02.2023 ; 12:54:14,3126,2328,3.636803
06.02.2023 ; 12:54:16,3128,2331,3.642924
06.02.2023 ; 12:54:18,3130,2340,3.656663
06.02.2023 ; 12:54:20,3132,2331,3.641629
06.02.2023 ; 12:54:22,3134,2841,4.439149
06.02.2023 ; 12:54:24,3136,2519,3.936082
06.02.2023 ; 12:54:26,3138,2422,3.784346
06.02.2023 ; 12:54:28,3140,2351,3.673359
06.02.2023 ; 12:54:30,3142,2345,3.6649
06.02.2023 ; 12:54:32,3144,2358,3.684695
06.02.2023 ; 12:54:34,3146,2357,3.682945
06.02.2023 ; 12:54:36,3148,2363,3.691609
06.02.2023 ; 12:54:38,3150,2342,3.65877
06.02.2023 ; 12:54:40,3152,2339,3.653986
06.02.2023 ; 12:54:42,3154,2331,3.641583
06.02.2023 ; 12:54:44,3156,2332,3.643797
06.02.2023 ; 12:54:46,3158,2333,3.64457
06.02.2023 ; 12:54:48,3160,2341,3.658084
06.02.2023 ; 12:54:50,3162,2331,3.642539
06.02.2023 ; 12:54:52,3164,2332,3.643961
06.02.2023 ; 12:54:54,3166,2328,3.637899
06.02.2023 ; 12:54:56,3168,2325,3.632033
06.02.2023 ; 12:54:58,3170,2334,3.646372
06.02.2023 ; 12:55:00,3172,2334,3.646853
06.02.2023 ; 12:55:02,3174,2336,3.650562
06.02.2023 ; 12:55:04,3176,2338,3.653826
06.02.2023 ; 12:55:06,3178,2334,3.647159
06.02.2023 ; 12:55:08,3180,2338,3.653441
06.02.2023 ; 12:55:10,3182,2336,3.650533
06.02.2023 ; 12:55:12,3184,2325,3.6322
06.02.2023 ; 12:55:14,3186,2330,3.640177
06.02.2023 ; 12:55:16,3188,2324,3.631591
06.02.2023 ; 12:55:18,3190,2326,3.634758
