,Time-s,MFM-sig,MFM-flow
31.01.2023 ; 02:26:22,342174,18,0.02765448
31.01.2023 ; 02:26:22,342176,18,0.02765448
31.01.2023 ; 02:26:22,342178,18,0.02765448
31.01.2023 ; 02:26:23,342180,20,0.03080233
31.01.2023 ; 02:26:23,342182,22,0.03382703
31.01.2023 ; 02:26:24,342184,21,0.03282722
31.01.2023 ; 02:26:24,342186,20,0.03082797
31.01.2023 ; 02:26:24,342188,20,0.03082797
31.01.2023 ; 02:26:24,342190,20,0.03082797
31.01.2023 ; 02:26:24,342192,20,0.03082797
31.01.2023 ; 02:26:25,342194,22,0.03359652
31.01.2023 ; 02:26:25,342196,25,0.03848764
31.01.2023 ; 02:26:26,342198,23,0.03649408
31.01.2023 ; 02:26:26,342200,19,0.03649408
31.01.2023 ; 02:26:26,342202,19,0.03649408
31.01.2023 ; 02:26:26,342204,19,0.03649408
31.01.2023 ; 02:26:26,342206,19,0.03649408
31.01.2023 ; 02:26:27,342208,20,0.03137079
31.01.2023 ; 02:26:27,342210,20,0.03079197
31.01.2023 ; 02:26:28,342212,22,0.03464107
31.01.2023 ; 02:26:28,342214,20,0.03464107
31.01.2023 ; 02:26:28,342216,20,0.03464107
31.01.2023 ; 02:26:28,342218,20,0.03464107
31.01.2023 ; 02:26:28,342220,20,0.03464107
31.01.2023 ; 02:26:29,342222,20,0.03154333
31.01.2023 ; 02:26:29,342224,15,0.02274175
31.01.2023 ; 02:26:30,342226,16,0.02530267
31.01.2023 ; 02:26:30,342228,21,0.03284061
31.01.2023 ; 02:26:30,342230,21,0.03284061
31.01.2023 ; 02:26:30,342232,21,0.03284061
31.01.2023 ; 02:26:30,342234,21,0.03284061
31.01.2023 ; 02:26:31,342236,17,0.02675139
31.01.2023 ; 02:26:31,342238,26,0.02675139
31.01.2023 ; 02:26:32,342240,17,0.02683392
31.01.2023 ; 02:26:32,342242,22,0.03449593
31.01.2023 ; 02:26:32,342244,22,0.03449593
31.01.2023 ; 02:26:32,342246,22,0.03449593
31.01.2023 ; 02:26:32,342248,22,0.03449593
31.01.2023 ; 02:26:33,342250,17,0.02692346
31.01.2023 ; 02:26:33,342252,19,0.02692346
31.01.2023 ; 02:26:34,342254,25,0.0386056
31.01.2023 ; 02:26:34,342256,18,0.02748788
31.01.2023 ; 02:26:34,342258,18,0.02748788
31.01.2023 ; 02:26:34,342260,18,0.02748788
31.01.2023 ; 02:26:34,342262,18,0.02748788
31.01.2023 ; 02:26:35,342264,18,0.02842144
31.01.2023 ; 02:26:35,342266,18,0.027801
31.01.2023 ; 02:26:36,342268,19,0.03017725
31.01.2023 ; 02:26:36,342270,22,0.03444999
31.01.2023 ; 02:26:36,342272,22,0.03444999
31.01.2023 ; 02:26:36,342274,22,0.03444999
31.01.2023 ; 02:26:36,342276,22,0.03444999
31.01.2023 ; 02:26:37,342278,17,0.0266879
31.01.2023 ; 02:26:37,342280,23,0.03557497
31.01.2023 ; 02:26:38,342282,22,0.03447403
31.01.2023 ; 02:26:38,342284,25,0.03447403
31.01.2023 ; 02:26:38,342286,25,0.03447403
31.01.2023 ; 02:26:38,342288,25,0.03447403
31.01.2023 ; 02:26:38,342290,25,0.03447403
31.01.2023 ; 02:26:39,342292,19,0.02940462
31.01.2023 ; 02:26:39,342294,23,0.03517836
31.01.2023 ; 02:26:40,342296,21,0.03233894
31.01.2023 ; 02:26:40,342298,19,0.02905643
31.01.2023 ; 02:26:40,342300,19,0.02905643
31.01.2023 ; 02:26:40,342302,19,0.02905643
31.01.2023 ; 02:26:40,342304,19,0.02905643
31.01.2023 ; 02:26:41,342306,21,0.03205606
31.01.2023 ; 02:26:41,342308,21,0.03224823
31.01.2023 ; 02:26:42,342310,21,0.03268739
31.01.2023 ; 02:26:42,342312,25,0.03866911
31.01.2023 ; 02:26:42,342314,25,0.03866911
31.01.2023 ; 02:26:42,342316,25,0.03866911
31.01.2023 ; 02:26:42,342318,25,0.03866911
31.01.2023 ; 02:26:43,342320,20,0.03080326
31.01.2023 ; 02:26:43,342322,19,0.03080326
31.01.2023 ; 02:26:44,342324,20,0.03078422
31.01.2023 ; 02:26:44,342326,18,0.02822504
31.01.2023 ; 02:26:44,342328,18,0.02822504
31.01.2023 ; 02:26:44,342330,18,0.02822504
31.01.2023 ; 02:26:44,342332,18,0.02822504
31.01.2023 ; 02:26:45,342334,19,0.02888014
31.01.2023 ; 02:26:45,342336,18,0.02781903
31.01.2023 ; 02:26:46,342338,19,0.02996439
31.01.2023 ; 02:26:46,342340,25,0.02996439
31.01.2023 ; 02:26:46,342342,25,0.02996439
31.01.2023 ; 02:26:46,342344,25,0.02996439
31.01.2023 ; 02:26:46,342346,25,0.02996439
31.01.2023 ; 02:26:47,342348,23,0.03656428
31.01.2023 ; 02:26:47,342350,20,0.03080146
31.01.2023 ; 02:26:48,342352,19,0.02975644
31.01.2023 ; 02:26:48,342354,20,0.02975644
31.01.2023 ; 02:26:48,342356,20,0.02975644
31.01.2023 ; 02:26:48,342358,20,0.02975644
31.01.2023 ; 02:26:48,342360,20,0.02975644
31.01.2023 ; 02:26:49,342362,18,0.02790953
31.01.2023 ; 02:26:49,342364,26,0.04079009
31.01.2023 ; 02:26:50,342366,20,0.03090493
31.01.2023 ; 02:26:50,342368,23,0.03592352
31.01.2023 ; 02:26:50,342370,23,0.03592352
31.01.2023 ; 02:26:50,342372,23,0.03592352
31.01.2023 ; 02:26:50,342374,23,0.03592352
31.01.2023 ; 02:26:51,342376,17,0.0267955
31.01.2023 ; 02:26:51,342378,21,0.0267955
31.01.2023 ; 02:26:52,342380,22,0.03486824
31.01.2023 ; 02:26:52,342382,22,0.03423811
31.01.2023 ; 02:26:52,342384,22,0.03423811
31.01.2023 ; 02:26:52,342386,22,0.03423811
31.01.2023 ; 02:26:52,342388,22,0.03423811
31.01.2023 ; 02:26:53,342390,17,0.02696408
31.01.2023 ; 02:26:53,342392,21,0.02696408
31.01.2023 ; 02:26:54,342394,19,0.02917019
31.01.2023 ; 02:26:54,342396,21,0.03256107
31.01.2023 ; 02:26:54,342398,21,0.03256107
31.01.2023 ; 02:26:54,342400,21,0.03256107
31.01.2023 ; 02:26:54,342402,21,0.03256107
31.01.2023 ; 02:26:55,342404,24,0.03711212
31.01.2023 ; 02:26:55,342406,15,0.02315606
31.01.2023 ; 02:26:56,342408,23,0.0357531
31.01.2023 ; 02:26:56,342410,22,0.03376125
31.01.2023 ; 02:26:56,342412,22,0.03376125
31.01.2023 ; 02:26:56,342414,22,0.03376125
31.01.2023 ; 02:26:56,342416,22,0.03376125
31.01.2023 ; 02:26:57,342418,20,0.03133822
31.01.2023 ; 02:26:57,342420,22,0.03497323
31.01.2023 ; 02:26:58,342422,15,0.02383659
31.01.2023 ; 02:26:58,342424,14,0.02383659
31.01.2023 ; 02:26:58,342426,14,0.02383659
31.01.2023 ; 02:26:58,342428,14,0.02383659
31.01.2023 ; 02:26:58,342430,14,0.02383659
31.01.2023 ; 02:26:59,342432,22,0.03401873
31.01.2023 ; 02:26:59,342434,15,0.02331762
31.01.2023 ; 02:27:00,342436,21,0.03322161
31.01.2023 ; 02:27:00,342438,21,0.03322161
31.01.2023 ; 02:27:00,342440,21,0.03322161
31.01.2023 ; 02:27:00,342442,21,0.03322161
31.01.2023 ; 02:27:00,342444,21,0.03322161
31.01.2023 ; 02:27:01,342446,21,0.03286606
31.01.2023 ; 02:27:01,342448,23,0.03526476
31.01.2023 ; 02:27:02,342450,22,0.03403467
31.01.2023 ; 02:27:02,342452,24,0.03678526
31.01.2023 ; 02:27:02,342454,24,0.03678526
31.01.2023 ; 02:27:02,342456,24,0.03678526
31.01.2023 ; 02:27:02,342458,24,0.03678526
31.01.2023 ; 02:27:03,342460,22,0.03394858
31.01.2023 ; 02:27:03,342462,17,0.03394858
31.01.2023 ; 02:27:04,342464,18,0.02745499
31.01.2023 ; 02:27:04,342466,21,0.03262182
31.01.2023 ; 02:27:04,342468,21,0.03262182
31.01.2023 ; 02:27:04,342470,21,0.03262182
31.01.2023 ; 02:27:04,342472,21,0.03262182
31.01.2023 ; 02:27:05,342474,22,0.03370254
31.01.2023 ; 02:27:05,342476,17,0.03370254
31.01.2023 ; 02:27:06,342478,17,0.02728929
31.01.2023 ; 02:27:06,342480,19,0.0302228
31.01.2023 ; 02:27:06,342482,19,0.0302228
31.01.2023 ; 02:27:06,342484,19,0.0302228
31.01.2023 ; 02:27:06,342486,19,0.0302228
31.01.2023 ; 02:27:07,342488,20,0.03186034
31.01.2023 ; 02:27:07,342490,17,0.02681573
31.01.2023 ; 02:27:08,342492,25,0.03940334
31.01.2023 ; 02:27:08,342494,21,0.03940334
31.01.2023 ; 02:27:08,342496,21,0.03940334
31.01.2023 ; 02:27:08,342498,21,0.03940334
31.01.2023 ; 02:27:08,342500,21,0.03940334
31.01.2023 ; 02:27:09,342502,17,0.02622093
31.01.2023 ; 02:27:09,342504,18,0.02893914
31.01.2023 ; 02:27:10,342506,21,0.03213222
31.01.2023 ; 02:27:10,342508,21,0.03312754
31.01.2023 ; 02:27:10,342510,21,0.03312754
31.01.2023 ; 02:27:10,342512,21,0.03312754
31.01.2023 ; 02:27:10,342514,21,0.03312754
31.01.2023 ; 02:27:11,342516,24,0.03774546
31.01.2023 ; 02:27:11,342518,23,0.03603628
31.01.2023 ; 02:27:12,342520,19,0.02965724
31.01.2023 ; 02:27:12,342522,18,0.02824783
31.01.2023 ; 02:27:12,342524,18,0.02824783
31.01.2023 ; 02:27:12,342526,18,0.02824783
31.01.2023 ; 02:27:12,342528,18,0.02824783
31.01.2023 ; 02:27:13,342530,18,0.02739809
31.01.2023 ; 02:27:13,342532,24,0.02739809
31.01.2023 ; 02:27:14,342534,20,0.03184092
31.01.2023 ; 02:27:14,342536,21,0.03284424
31.01.2023 ; 02:27:14,342538,21,0.03284424
31.01.2023 ; 02:27:14,342540,21,0.03284424
31.01.2023 ; 02:27:14,342542,21,0.03284424
31.01.2023 ; 02:27:15,342544,25,0.03876333
31.01.2023 ; 02:27:15,342546,21,0.03876333
31.01.2023 ; 02:27:16,342548,25,0.0386189
31.01.2023 ; 02:27:16,342550,23,0.03668215
31.01.2023 ; 02:27:16,342552,23,0.03668215
31.01.2023 ; 02:27:16,342554,23,0.03668215
31.01.2023 ; 02:27:16,342556,23,0.03668215
31.01.2023 ; 02:27:17,342558,18,0.02878335
31.01.2023 ; 02:27:17,342560,19,0.02966299
31.01.2023 ; 02:27:18,342562,22,0.03449877
31.01.2023 ; 02:27:18,342564,20,0.03449877
31.01.2023 ; 02:27:18,342566,20,0.03449877
31.01.2023 ; 02:27:18,342568,20,0.03449877
31.01.2023 ; 02:27:18,342570,20,0.03449877
31.01.2023 ; 02:27:19,342572,21,0.03282348
31.01.2023 ; 02:27:19,342574,14,0.02207681
31.01.2023 ; 02:27:20,342576,18,0.02746037
31.01.2023 ; 02:27:20,342578,21,0.03354489
31.01.2023 ; 02:27:20,342580,21,0.03354489
31.01.2023 ; 02:27:20,342582,21,0.03354489
31.01.2023 ; 02:27:20,342584,21,0.03354489
31.01.2023 ; 02:27:21,342586,20,0.03055886
31.01.2023 ; 02:27:21,342588,20,0.03052409
31.01.2023 ; 02:27:22,342590,27,0.04199263
31.01.2023 ; 02:27:22,342592,23,0.03552184
31.01.2023 ; 02:27:22,342594,23,0.03552184
31.01.2023 ; 02:27:22,342596,23,0.03552184
31.01.2023 ; 02:27:22,342598,23,0.03552184
31.01.2023 ; 02:27:23,342600,24,0.03684104
31.01.2023 ; 02:27:23,342602,19,0.03684104
31.01.2023 ; 02:27:24,342604,22,0.03360873
31.01.2023 ; 02:27:24,342606,24,0.03748149
31.01.2023 ; 02:27:24,342608,24,0.03748149
31.01.2023 ; 02:27:24,342610,24,0.03748149
31.01.2023 ; 02:27:24,342612,24,0.03748149
31.01.2023 ; 02:27:25,342614,21,0.03323721
31.01.2023 ; 02:27:25,342616,23,0.03639488
31.01.2023 ; 02:27:26,342618,20,0.03153677
31.01.2023 ; 02:27:26,342620,26,0.03989729
31.01.2023 ; 02:27:26,342622,26,0.03989729
31.01.2023 ; 02:27:26,342624,26,0.03989729
31.01.2023 ; 02:27:26,342626,26,0.03989729
31.01.2023 ; 02:27:27,342628,19,0.02904933
31.01.2023 ; 02:27:27,342630,25,0.03953893
31.01.2023 ; 02:27:28,342632,23,0.03526977
31.01.2023 ; 02:27:28,342634,22,0.03526977
31.01.2023 ; 02:27:28,342636,22,0.03526977
31.01.2023 ; 02:27:28,342638,22,0.03526977
31.01.2023 ; 02:27:28,342640,22,0.03526977
31.01.2023 ; 02:27:29,342642,21,0.03324527
31.01.2023 ; 02:27:29,342644,19,0.02951939
31.01.2023 ; 02:27:30,342646,20,0.03078195
31.01.2023 ; 02:27:30,342648,21,0.03319281
31.01.2023 ; 02:27:30,342650,21,0.03319281
31.01.2023 ; 02:27:30,342652,21,0.03319281
31.01.2023 ; 02:27:30,342654,21,0.03319281
31.01.2023 ; 02:27:31,342656,20,0.03190351
31.01.2023 ; 02:27:31,342658,14,0.02203709
31.01.2023 ; 02:27:32,342660,16,0.02563352
31.01.2023 ; 02:27:32,342662,19,0.02979431
31.01.2023 ; 02:27:32,342664,19,0.02979431
31.01.2023 ; 02:27:32,342666,19,0.02979431
31.01.2023 ; 02:27:32,342668,19,0.02979431
31.01.2023 ; 02:27:33,342670,18,0.02826804
31.01.2023 ; 02:27:33,342672,22,0.0344749
31.01.2023 ; 02:27:34,342674,18,0.02836319
31.01.2023 ; 02:27:34,342676,18,0.0281943
31.01.2023 ; 02:27:34,342678,18,0.0281943
31.01.2023 ; 02:27:34,342680,18,0.0281943
31.01.2023 ; 02:27:34,342682,18,0.0281943
31.01.2023 ; 02:27:35,342684,23,0.03661775
31.01.2023 ; 02:27:35,342686,19,0.02945785
31.01.2023 ; 02:27:36,342688,19,0.02997683
31.01.2023 ; 02:27:36,342690,15,0.02997683
31.01.2023 ; 02:27:36,342692,15,0.02997683
31.01.2023 ; 02:27:36,342694,15,0.02997683
31.01.2023 ; 02:27:36,342696,15,0.02997683
31.01.2023 ; 02:27:37,342698,19,0.02912308
31.01.2023 ; 02:27:37,342700,20,0.03050404
31.01.2023 ; 02:27:38,342702,14,0.02240808
31.01.2023 ; 02:27:38,342704,21,0.03242904
31.01.2023 ; 02:27:38,342706,21,0.03242904
31.01.2023 ; 02:27:38,342708,21,0.03242904
31.01.2023 ; 02:27:38,342710,21,0.03242904
31.01.2023 ; 02:27:39,342712,24,0.03728773
31.01.2023 ; 02:27:39,342714,19,0.03728773
31.01.2023 ; 02:27:40,342716,19,0.02931378
31.01.2023 ; 02:27:40,342718,22,0.03400004
31.01.2023 ; 02:27:40,342720,22,0.03400004
31.01.2023 ; 02:27:40,342722,22,0.03400004
31.01.2023 ; 02:27:40,342724,22,0.03400004
31.01.2023 ; 02:27:41,342726,18,0.02821369
31.01.2023 ; 02:27:41,342728,20,0.02821369
31.01.2023 ; 02:27:42,342730,20,0.03049753
31.01.2023 ; 02:27:42,342732,22,0.0347579
31.01.2023 ; 02:27:42,342734,22,0.0347579
31.01.2023 ; 02:27:42,342736,22,0.0347579
31.01.2023 ; 02:27:42,342738,22,0.0347579
31.01.2023 ; 02:27:43,342740,18,0.02828337
31.01.2023 ; 02:27:43,342742,22,0.03511618
31.01.2023 ; 02:27:44,342744,20,0.03137189
31.01.2023 ; 02:27:44,342746,19,0.03041726
31.01.2023 ; 02:27:44,342748,19,0.03041726
31.01.2023 ; 02:27:44,342750,19,0.03041726
31.01.2023 ; 02:27:44,342752,19,0.03041726
31.01.2023 ; 02:27:45,342754,16,0.02483267
31.01.2023 ; 02:27:45,342756,20,0.03152832
31.01.2023 ; 02:27:46,342758,21,0.03277454
31.01.2023 ; 02:27:46,342760,21,0.03264719
31.01.2023 ; 02:27:46,342762,21,0.03264719
31.01.2023 ; 02:27:46,342764,21,0.03264719
31.01.2023 ; 02:27:46,342766,21,0.03264719
31.01.2023 ; 02:27:47,342768,23,0.03536372
31.01.2023 ; 02:27:47,342770,23,0.035896
31.01.2023 ; 02:27:48,342772,19,0.03010697
31.01.2023 ; 02:27:48,342774,20,0.03159783
31.01.2023 ; 02:27:48,342776,20,0.03159783
31.01.2023 ; 02:27:48,342778,20,0.03159783
31.01.2023 ; 02:27:48,342780,20,0.03159783
31.01.2023 ; 02:27:49,342782,20,0.03049142
31.01.2023 ; 02:27:49,342784,19,0.0294661
31.01.2023 ; 02:27:50,342786,18,0.02868181
31.01.2023 ; 02:27:50,342788,23,0.03557868
31.01.2023 ; 02:27:50,342790,23,0.03557868
31.01.2023 ; 02:27:50,342792,23,0.03557868
31.01.2023 ; 02:27:50,342794,23,0.03557868
31.01.2023 ; 02:27:51,342796,24,0.03746259
31.01.2023 ; 02:27:51,342798,24,0.03782936
31.01.2023 ; 02:27:52,342800,20,0.03065353
31.01.2023 ; 02:27:52,342802,23,0.03619429
31.01.2023 ; 02:27:52,342804,23,0.03619429
31.01.2023 ; 02:27:52,342806,23,0.03619429
31.01.2023 ; 02:27:52,342808,23,0.03619429
31.01.2023 ; 02:27:53,342810,16,0.02457483
31.01.2023 ; 02:27:53,342812,16,0.02457483
31.01.2023 ; 02:27:54,342814,23,0.03629584
31.01.2023 ; 02:27:54,342816,19,0.02977217
31.01.2023 ; 02:27:54,342818,19,0.02977217
31.01.2023 ; 02:27:54,342820,19,0.02977217
31.01.2023 ; 02:27:54,342822,19,0.02977217
31.01.2023 ; 02:27:55,342824,19,0.03019794
31.01.2023 ; 02:27:55,342826,17,0.02707108
31.01.2023 ; 02:27:56,342828,23,0.03651082
31.01.2023 ; 02:27:56,342830,19,0.03651082
31.01.2023 ; 02:27:56,342832,19,0.03651082
31.01.2023 ; 02:27:56,342834,19,0.03651082
31.01.2023 ; 02:27:56,342836,19,0.03651082
31.01.2023 ; 02:27:57,342838,17,0.02672486
31.01.2023 ; 02:27:57,342840,20,0.03137626
31.01.2023 ; 02:27:58,342842,17,0.02706008
31.01.2023 ; 02:27:58,342844,25,0.03962312
31.01.2023 ; 02:27:58,342846,25,0.03962312
31.01.2023 ; 02:27:58,342848,25,0.03962312
31.01.2023 ; 02:27:58,342850,25,0.03962312
31.01.2023 ; 02:27:59,342852,21,0.03314593
31.01.2023 ; 02:27:59,342854,23,0.03314593
31.01.2023 ; 02:28:00,342856,21,0.03331224
31.01.2023 ; 02:28:00,342858,20,0.03183251
31.01.2023 ; 02:28:00,342860,20,0.03183251
31.01.2023 ; 02:28:00,342862,20,0.03183251
31.01.2023 ; 02:28:00,342864,20,0.03183251
31.01.2023 ; 02:28:01,342866,22,0.03427973
31.01.2023 ; 02:28:01,342868,20,0.03202902
31.01.2023 ; 02:28:02,342870,24,0.03721289
31.01.2023 ; 02:28:02,342872,21,0.03320556
31.01.2023 ; 02:28:02,342874,21,0.03320556
31.01.2023 ; 02:28:02,342876,21,0.03320556
31.01.2023 ; 02:28:02,342878,21,0.03320556
31.01.2023 ; 02:28:03,342880,18,0.02884891
31.01.2023 ; 02:28:03,342882,22,0.03374209
31.01.2023 ; 02:28:04,342884,17,0.0261971
31.01.2023 ; 02:28:04,342886,21,0.0261971
31.01.2023 ; 02:28:04,342888,21,0.0261971
31.01.2023 ; 02:28:04,342890,21,0.0261971
31.01.2023 ; 02:28:04,342892,21,0.0261971
31.01.2023 ; 02:28:05,342894,20,0.0311569
31.01.2023 ; 02:28:05,342896,20,0.03136169
31.01.2023 ; 02:28:06,342898,24,0.03767337
31.01.2023 ; 02:28:06,342900,22,0.03497328
31.01.2023 ; 02:28:06,342902,22,0.03497328
31.01.2023 ; 02:28:06,342904,22,0.03497328
31.01.2023 ; 02:28:06,342906,22,0.03497328
31.01.2023 ; 02:28:07,342908,19,0.02911616
31.01.2023 ; 02:28:07,342910,15,0.02911616
31.01.2023 ; 02:28:08,342912,23,0.03652566
31.01.2023 ; 02:28:08,342914,17,0.02695143
31.01.2023 ; 02:28:08,342916,17,0.02695143
31.01.2023 ; 02:28:08,342918,17,0.02695143
31.01.2023 ; 02:28:08,342920,17,0.02695143
31.01.2023 ; 02:28:09,342922,18,0.02842607
31.01.2023 ; 02:28:09,342924,21,0.02842607
31.01.2023 ; 02:28:10,342926,22,0.03513546
31.01.2023 ; 02:28:10,342928,19,0.02961692
31.01.2023 ; 02:28:10,342930,19,0.02961692
31.01.2023 ; 02:28:10,342932,19,0.02961692
31.01.2023 ; 02:28:10,342934,19,0.02961692
31.01.2023 ; 02:28:11,342936,14,0.0221755
31.01.2023 ; 02:28:11,342938,18,0.02876911
31.01.2023 ; 02:28:12,342940,20,0.03116172
31.01.2023 ; 02:28:12,342942,20,0.0306359
31.01.2023 ; 02:28:12,342944,20,0.0306359
31.01.2023 ; 02:28:12,342946,20,0.0306359
31.01.2023 ; 02:28:12,342948,20,0.0306359
31.01.2023 ; 02:28:13,342950,24,0.03717016
31.01.2023 ; 02:28:13,342952,19,0.03036413
31.01.2023 ; 02:28:14,342954,19,0.02975039
31.01.2023 ; 02:28:14,342956,22,0.02975039
31.01.2023 ; 02:28:14,342958,22,0.02975039
31.01.2023 ; 02:28:14,342960,22,0.02975039
31.01.2023 ; 02:28:14,342962,22,0.02975039
31.01.2023 ; 02:28:15,342964,18,0.02717379
31.01.2023 ; 02:28:15,342966,21,0.02717379
31.01.2023 ; 02:28:16,342968,21,0.03290627
31.01.2023 ; 02:28:16,342970,19,0.03004802
31.01.2023 ; 02:28:16,342972,19,0.03004802
31.01.2023 ; 02:28:16,342974,19,0.03004802
31.01.2023 ; 02:28:16,342976,19,0.03004802
31.01.2023 ; 02:28:17,342978,23,0.03542395
31.01.2023 ; 02:28:17,342980,18,0.03542395
31.01.2023 ; 02:28:18,342982,22,0.03432853
31.01.2023 ; 02:28:18,342984,20,0.03071136
31.01.2023 ; 02:28:18,342986,20,0.03071136
31.01.2023 ; 02:28:18,342988,20,0.03071136
31.01.2023 ; 02:28:18,342990,20,0.03071136
31.01.2023 ; 02:28:19,342992,23,0.03548453
31.01.2023 ; 02:28:19,342994,19,0.02987872
31.01.2023 ; 02:28:20,342996,14,0.02114002
31.01.2023 ; 02:28:20,342998,22,0.02114002
31.01.2023 ; 02:28:20,343000,22,0.02114002
31.01.2023 ; 02:28:20,343002,22,0.02114002
31.01.2023 ; 02:28:20,343004,22,0.02114002
31.01.2023 ; 02:28:21,343006,27,0.04181867
31.01.2023 ; 02:28:21,343008,15,0.0227138
31.01.2023 ; 02:28:22,343010,22,0.03381911
31.01.2023 ; 02:28:22,343012,22,0.03432083
31.01.2023 ; 02:28:22,343014,22,0.03432083
31.01.2023 ; 02:28:22,343016,22,0.03432083
31.01.2023 ; 02:28:22,343018,22,0.03432083
31.01.2023 ; 02:28:23,343020,22,0.03363008
31.01.2023 ; 02:28:23,343022,17,0.025913
31.01.2023 ; 02:28:24,343024,24,0.03704355
31.01.2023 ; 02:28:24,343026,22,0.03365864
31.01.2023 ; 02:28:24,343028,22,0.03365864
31.01.2023 ; 02:28:24,343030,22,0.03365864
31.01.2023 ; 02:28:24,343032,22,0.03365864
31.01.2023 ; 02:28:25,343034,18,0.0274178
31.01.2023 ; 02:28:25,343036,22,0.0274178
31.01.2023 ; 02:28:26,343038,14,0.02209736
31.01.2023 ; 02:28:26,343040,24,0.03766031
31.01.2023 ; 02:28:26,343042,24,0.03766031
31.01.2023 ; 02:28:26,343044,24,0.03766031
31.01.2023 ; 02:28:26,343046,24,0.03766031
31.01.2023 ; 02:28:27,343048,20,0.03163203
31.01.2023 ; 02:28:27,343050,18,0.02741737
31.01.2023 ; 02:28:28,343052,20,0.03196464
31.01.2023 ; 02:28:28,343054,20,0.03146011
31.01.2023 ; 02:28:28,343056,20,0.03146011
31.01.2023 ; 02:28:28,343058,20,0.03146011
31.01.2023 ; 02:28:28,343060,20,0.03146011
31.01.2023 ; 02:28:29,343062,18,0.02778423
31.01.2023 ; 02:28:29,343064,22,0.03399247
31.01.2023 ; 02:28:30,343066,22,0.03404198
31.01.2023 ; 02:28:30,343068,25,0.03404198
31.01.2023 ; 02:28:30,343070,25,0.03404198
31.01.2023 ; 02:28:30,343072,25,0.03404198
31.01.2023 ; 02:28:30,343074,25,0.03404198
31.01.2023 ; 02:28:31,343076,19,0.02938318
31.01.2023 ; 02:28:31,343078,21,0.03263489
31.01.2023 ; 02:28:32,343080,25,0.03842618
31.01.2023 ; 02:28:32,343082,19,0.03842618
31.01.2023 ; 02:28:32,343084,19,0.03842618
31.01.2023 ; 02:28:32,343086,19,0.03842618
31.01.2023 ; 02:28:32,343088,19,0.03842618
31.01.2023 ; 02:28:33,343090,19,0.02916179
31.01.2023 ; 02:28:33,343092,29,0.0458424
31.01.2023 ; 02:28:34,343094,23,0.03617675
31.01.2023 ; 02:28:34,343096,22,0.03514819
31.01.2023 ; 02:28:34,343098,22,0.03514819
31.01.2023 ; 02:28:34,343100,22,0.03514819
31.01.2023 ; 02:28:34,343102,22,0.03514819
31.01.2023 ; 02:28:35,343104,20,0.03144447
31.01.2023 ; 02:28:35,343106,18,0.02878247
31.01.2023 ; 02:28:36,343108,30,0.04654445
31.01.2023 ; 02:28:36,343110,25,0.03843209
31.01.2023 ; 02:28:36,343112,25,0.03843209
31.01.2023 ; 02:28:36,343114,25,0.03843209
31.01.2023 ; 02:28:36,343116,25,0.03843209
31.01.2023 ; 02:28:37,343118,21,0.03228156
31.01.2023 ; 02:28:37,343120,22,0.03228156
31.01.2023 ; 02:28:38,343122,19,0.02929008
31.01.2023 ; 02:28:38,343124,21,0.03279742
31.01.2023 ; 02:28:38,343126,21,0.03279742
31.01.2023 ; 02:28:38,343128,21,0.03279742
31.01.2023 ; 02:28:38,343130,21,0.03279742
31.01.2023 ; 02:28:39,343132,19,0.02941431
31.01.2023 ; 02:28:39,343134,19,0.02934467
31.01.2023 ; 02:28:40,343136,18,0.02853098
31.01.2023 ; 02:28:40,343138,18,0.02744462
31.01.2023 ; 02:28:40,343140,18,0.02744462
31.01.2023 ; 02:28:40,343142,18,0.02744462
31.01.2023 ; 02:28:40,343144,18,0.02744462
31.01.2023 ; 02:28:41,343146,22,0.0337652
31.01.2023 ; 02:28:41,343148,18,0.02763142
31.01.2023 ; 02:28:42,343150,23,0.03581617
31.01.2023 ; 02:28:42,343152,19,0.03581617
31.01.2023 ; 02:28:42,343154,19,0.03581617
31.01.2023 ; 02:28:42,343156,19,0.03581617
31.01.2023 ; 02:28:42,343158,19,0.03581617
31.01.2023 ; 02:28:43,343160,23,0.035223
31.01.2023 ; 02:28:43,343162,19,0.03006973
31.01.2023 ; 02:28:44,343164,20,0.03056707
31.01.2023 ; 02:28:44,343166,23,0.03578645
31.01.2023 ; 02:28:44,343168,23,0.03578645
31.01.2023 ; 02:28:44,343170,23,0.03578645
31.01.2023 ; 02:28:44,343172,23,0.03578645
31.01.2023 ; 02:28:45,343174,23,0.0365421
31.01.2023 ; 02:28:45,343176,17,0.0365421
31.01.2023 ; 02:28:46,343178,23,0.03644123
31.01.2023 ; 02:28:46,343180,18,0.02848806
31.01.2023 ; 02:28:46,343182,18,0.02848806
31.01.2023 ; 02:28:46,343184,18,0.02848806
31.01.2023 ; 02:28:46,343186,18,0.02848806
31.01.2023 ; 02:28:47,343188,17,0.02646826
31.01.2023 ; 02:28:47,343190,16,0.02646826
31.01.2023 ; 02:28:48,343192,21,0.03349887
31.01.2023 ; 02:28:48,343194,24,0.03817515
31.01.2023 ; 02:28:48,343196,24,0.03817515
31.01.2023 ; 02:28:48,343198,24,0.03817515
31.01.2023 ; 02:28:48,343200,24,0.03817515
31.01.2023 ; 02:28:49,343202,20,0.03200791
31.01.2023 ; 02:28:49,343204,20,0.03162209
31.01.2023 ; 02:28:50,343206,22,0.03459463
