,Time-s,MFM-sig,MFM-flow
06.02.2023 ; 16:15:08,3034,2305,3.60161
06.02.2023 ; 16:15:10,3036,2311,3.61043
06.02.2023 ; 16:15:12,3038,2307,3.60429
06.02.2023 ; 16:15:14,3040,2314,3.615355
06.02.2023 ; 16:15:16,3042,2310,3.609003
06.02.2023 ; 16:15:18,3044,2310,3.610127
06.02.2023 ; 16:15:20,3046,2491,3.892279
06.02.2023 ; 16:15:22,3048,2370,3.702412
06.02.2023 ; 16:15:24,3050,2326,3.634808
06.02.2023 ; 16:15:26,3052,2306,3.602538
06.02.2023 ; 16:15:28,3054,2306,3.603535
06.02.2023 ; 16:15:30,3056,2305,3.601834
06.02.2023 ; 16:15:32,3058,2306,3.603164
06.02.2023 ; 16:15:34,3060,2306,3.603032
06.02.2023 ; 16:15:36,3062,0,0
06.02.2023 ; 16:15:38,3064,2614,4.084752
06.02.2023 ; 16:15:40,3066,2437,3.808294
06.02.2023 ; 16:15:42,3068,2374,3.709156
06.02.2023 ; 16:15:44,3070,2345,3.664325
06.02.2023 ; 16:15:46,3072,2332,3.643433
06.02.2023 ; 16:15:48,3074,2334,3.647588
06.02.2023 ; 16:15:50,3076,2320,3.625088
06.02.2023 ; 16:15:52,3078,2314,3.615462
06.02.2023 ; 16:15:54,3080,2311,3.611645
06.02.2023 ; 16:15:56,3082,2308,3.606968
06.02.2023 ; 16:15:58,3084,2305,3.601033
06.02.2023 ; 16:16:00,3086,2309,3.608451
06.02.2023 ; 16:16:02,3088,2303,3.597731
06.02.2023 ; 16:16:04,3090,2305,3.602206
06.02.2023 ; 16:16:06,3092,2305,3.602248
06.02.2023 ; 16:16:08,3094,2308,3.605941
06.02.2023 ; 16:16:10,3096,2307,3.604522
06.02.2023 ; 16:16:12,3098,2311,3.611334
06.02.2023 ; 16:16:14,3100,2307,3.604931
06.02.2023 ; 16:16:16,3102,2315,3.617115
06.02.2023 ; 16:16:18,3104,2310,3.609137
